0.24,0,0.0676,0.2116,0.5776,0.1352,0.72,1.22,0.835429,1,0.164571
0.25,0,0.0625,0.2025,0.5625,0.125,0.7,1.2,0.821429,1,0.178571
0.26,0,0.0576,0.1936,0.5476,0.1152,0.68,1.18,0.806857,1,0.193143
0.27,0,0.0529,0.1849,0.5329,0.1058,0.66,1.16,0.791714,1,0.208286
0.28,0,0.0484,0.1764,0.5184,0.0968,0.64,1.14,0.776,1,0.224
0.29,0,0.0441,0.1681,0.5041,0.0882,0.62,1.12,0.759714,1,0.240286
0.3,0,0.04,0.16,0.49,0.08,0.6,1.1,0.742857,1,0.257143
0.31,0,0.0361,0.1521,0.4761,0.0722,0.58,1.08,0.725429,1,0.274571
0.32,0,0.0324,0.1444,0.4624,0.0648,0.56,1.06,0.707429,1,0.292571
0.33,0,0.0289,0.1369,0.4489,0.0578,0.54,1.04,0.688857,1,0.311143
0.34,0,0.0256,0.1296,0.4356,0.0512,0.52,1.02,0.669714,1,0.330286
0.35,0,0.0225,0.1225,0.4225,0.045,0.5,1,0.65,1,0.35
0.36,0,0.0196,0.1156,0.4096,0.0392,0.48,0.98,0.629714,1,0.370286
0.37,0,0.0169,0.1089,0.3969,0.0338,0.46,0.96,0.608857,1,0.391143
0.38,0,0.0144,0.1024,0.3844,0.0288,0.44,0.94,0.587429,1,0.412571
0.39,0,0.0121,0.0961,0.3721,0.0242,0.42,0.92,0.565429,1,0.434571
0.4,0,0.01,0.09,0.36,0.02,0.4,0.9,0.542857,1,0.457143
0.41,0,0.0081,0.0841,0.3481,0.0162,0.38,0.88,0.519714,1,0.480286
0.42,0,0.0064,0.0784,0.3364,0.0128,0.36,0.86,0.496,1,0.504
0.43,0,0.0049,0.0729,0.3249,0.0098,0.34,0.84,0.471714,1,0.528286
0.44,0,0.0036,0.0676,0.3136,0.0072,0.32,0.82,0.446857,1,0.553143
0.45,0,0.0025,0.0625,0.3025,0.005,0.3,0.8,0.421429,1,0.578571
0.46,0,0.0016,0.0576,0.2916,0.0032,0.28,0.78,0.395429,1,0.604571
0.47,0,0.0009,0.0529,0.2809,0.0018,0.26,0.76,0.368857,1,0.631143
0.48,0,0.0004,0.0484,0.2704,0.0008,0.24,0.74,0.341714,1,0.658286
0.49,0,0.0001,0.0441,0.2601,0.0002,0.22,0.72,0.314,1,0.686
0.5,0,0,0.04,0.25,0,0.2,0.7,0.285714,1,0.714286
0.51,0,0,0.0361,0.2401,0,0.1805,0.68,0.257857,0.999,0.741143
0.52,0,0,0.0324,0.2304,0,0.162,0.66,0.231429,0.996,0.764571
0.53,0,0,0.0289,0.2209,0,0.1445,0.64,0.206429,0.991,0.784571
0.54,0,0,0.0256,0.2116,0,0.128,0.62,0.182857,0.984,0.801143
0.55,0,0,0.0225,0.2025,0,0.1125,0.6,0.160714,0.975,0.814286
0.56,0,0,0.0196,0.1936,0,0.098,0.58,0.14,0.964,0.824
0.57,0,0,0.0169,0.1849,0,0.0845,0.56,0.120714,0.951,0.830286
0.58,0,0,0.0144,0.1764,0,0.072,0.54,0.102857,0.936,0.833143
0.59,0,0,0.0121,0.1681,0,0.0605,0.52,0.0864286,0.919,0.832571
0.6,0,0,0.01,0.16,0,0.05,0.5,0.0714286,0.9,0.828571
0.61,0,0,0.0081,0.1521,0,0.0405,0.48,0.0578571,0.879,0.821143
0.62,0,0,0.0064,0.1444,0,0.032,0.46,0.0457143,0.856,0.810286
0.63,0,0,0.0049,0.1369,0,0.0245,0.44,0.035,0.831,0.796
0.64,0,0,0.0036,0.1296,0,0.018,0.42,0.0257143,0.804,0.778286
0.65,0,0,0.0025,0.1225,0,0.0125,0.4,0.0178571,0.775,0.757143
0.66,0,0,0.0016,0.1156,0,0.008,0.38,0.0114286,0.744,0.732571
0.67,0,0,0.0009,0.1089,0,0.0045,0.36,0.00642857,0.711,0.704571
0.68,0,0,0.0004,0.1024,0,0.002,0.34,0.00285714,0.676,0.673143
0.69,0,0,0.0001,0.0961,0,0.0005,0.32,0.000714286,0.639,0.638286
0.7,0,0,0,0.09,0,0,0.3,0,0.6,0.6
0.71,0,0,0,0.0841,0,0,0.280333,0,0.560667,0.560667
0.72,0,0,0,0.0784,0,0,0.261333,0,0.522667,0.522667
0.73,0,0,0,0.0729,0,0,0.243,0,0.486,0.486
0.74,0,0,0,0.0676,0,0,0.225333,0,0.450667,0.450667
0.75,0,0,0,0.0625,0,0,0.208333,0,0.416667,0.416667
0.76,0,0,0,0.0576,0,0,0.192,0,0.384,0.384
0.77,0,0,0,0.0529,0,0,0.176333,0,0.352667,0.352667
0.78,0,0,0,0.0484,0,0,0.161333,0,0.322667,0.322667
0.79,0,0,0,0.0441,0,0,0.147,0,0.294,0.294
0.8,0,0,0,0.04,0,0,0.133333,0,0.266667,0.266667
0.81,0,0,0,0.0361,0,0,0.120333,0,0.240667,0.240667
0.82,0,0,0,0.0324,0,0,0.108,0,0.216,0.216
0.83,0,0,0,0.0289,0,0,0.0963333,0,0.192667,0.192667
0.84,0,0,0,0.0256,0,0,0.0853333,0,0.170667,0.170667
0.85,0,0,0,0.0225,0,0,0.075,0,0.15,0.15
0.86,0,0,0,0.0196,0,0,0.0653333,0,0.130667,0.130667
0.87,0,0,0,0.0169,0,0,0.0563333,0,0.112667,0.112667
0.88,0,0,0,0.0144,0,0,0.048,0,0.096,0.096
0.89,0,0,0,0.0121,0,0,0.0403333,0,0.0806667,0.0806667
0.9,0,0,0,0.01,0,0,0.0333333,0,0.0666667,0.0666667
0.91,0,0,0,0.0081,0,0,0.027,0,0.054,0.054
0.92,0,0,0,0.0064,0,0,0.0213333,0,0.0426667,0.0426667
0.93,0,0,0,0.0049,0,0,0.0163333,0,0.0326667,0.0326667
0.94,0,0,0,0.0036,0,0,0.012,0,0.024,0.024
0.95,0,0,0,0.0025,0,0,0.00833333,0,0.0166667,0.0166667
0.96,0,0,0,0.0016,0,0,0.00533333,0,0.0106667,0.0106667
0.97,0,0,0,0.0009,0,0,0.003,0,0.006,0.006
0.98,0,0,0,0.0004,0,0,0.00133333,0,0.00266667,0.00266667
0.99,0,0,0,0.0001,0,0,0.000333333,0,0.000666667,0.000666667
1,0,0,0,0,0,0,0,0,0,0
1.01,0,0,0,0,0,0,0,0,0,0
1.02,0,0,0,0,0,0,0,0,0,0
1.03,0,0,0,0,0,0,0,0,0,0
1.04,0,0,0,0,0,0,0,0,0,0
1.05,0,0,0,0,0,0,0,0,0,0
1.06,0,0,0,0,0,0,0,0,0,0
1.07,0,0,0,0,0,0,0,0,0,0
1.08,0,0,0,0,0,0,0,0,0,0
1.09,0,0,0,0,0,0,0,0,0,0
1.1,0,0,0,0,0,0,0,0,0,0
1.11,0,0,0,0,0,0,0,0,0,0
1.12,0,0,0,0,0,0,0,0,0,0
1.13,0,0,0,0,0,0,0,0,0,0
1.14,0,0,0,0,0,0,0,0,0,0
1.15,0,0,0,0,0,0,0,0,0,0
1.16,0,0,0,0,0,0,0,0,0,0
1.17,0,0,0,0,0,0,0,0,0,0
1.18,0,0,0,0,0,0,0,0,0,0
1.19,0,0,0,0,0,0,0,0,0,0
1.2,0,0,0,0,0,0,0,0,0,0
1.21,0,0,0,0,0,0,0,0,0,0
1.22,0,0,0,0,0,0,0,0,0,0
1.23,0,0,0,0,0,0,0,0,0,0
1.24,0,0,0,0,0,0,0,0,0,0
1.25,0,0,0,0,0,0,0,0,0,0
1.26,0,0,0,0,0,0,0,0,0,0
1.27,0,0,0,0,0,0,0,0,0,0
1.28,0,0,0,0,0,0,0,0,0,0
1.29,0,0,0,0,0,0,0,0,0,0
1.3,0,0,0,0,0,0,0,0,0,0
1.31,0,0,0,0,0,0,0,0,0,0
1.32,0,0,0,0,0,0,0,0,0,0
1.33,0,0,0,0,0,0,0,0,0,0
1.34,0,0,0,0,0,0,0,0,0,0
1.35,0,0,0,0,0,0,0,0,0,0
1.36,0,0,0,0,0,0,0,0,0,0
1.37,0,0,0,0,0,0,0,0,0,0
1.38,0,0,0,0,0,0,0,0,0,0
1.39,0,0,0,0,0,0,0,0,0,0
1.4,0,0,0,0,0,0,0,0,0,0
1.41,0,0,0,0,0,0,0,0,0,0
1.42,0,0,0,0,0,0,0,0,0,0
1.43,0,0,0,0,0,0,0,0,0,0
1.44,0,0,0,0,0,0,0,0,0,0
1.45,0,0,0,0,0,0,0,0,0,0
1.46,0,0,0,0,0,0,0,0,0,0
1.47,0,0,0,0,0,0,0,0,0,0
1.48,0,0,0,0,0,0,0,0,0,0
1.49,0,0,0,0,0,0,0,0,0,0
